観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),31日の値(mm),31日の値の品質情報,極値更新,10年未満での極値更新,30日までの観測史上1位の値(mm),30日までの観測史上1位の値の品質情報,30日までの観測史上1位の値の年,30日までの観測史上1位の値の月,30日までの観測史上1位の値の日,30日までの6月の1位の値(mm),30日までの6月の1位の値の品質情報,30日までの6月の1位の値の年,30日までの6月の1位の値の月,30日までの6月の1位の値の日,統計開始年
22156,北海道 日高地方,新和（シンワ）,,2022,05,31,,,16.0,8,,,317,8,2003,08,09,122,8,1994,05,27,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2022,05,31,,,17.0,8,,,175,8,2003,08,09,166,8,1998,05,02,1987
22241,北海道 日高地方,静内（シズナイ）,,2022,05,31,,,14.0,8,,,253,8,1981,08,05,131,8,1998,05,02,1976
22291,北海道 日高地方,三石（ミツイシ）,,2022,05,31,,,19.5,8,,,244,8,1981,08,05,149,8,1998,05,02,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2022,05,31,,,22.5,8,,,302,8,1981,07,06,172,8,1994,05,27,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2022,05,31,,,20.5,8,,,190.0,8,1981,08,05,119.0,8,2012,05,04,1927
22356,北海道 日高地方,目黒（メグロ）,,2022,05,31,,,42.0,8,,,286,8,1998,09,16,240.5,8,2012,05,04,1978
22366,北海道 日高地方,幌満（ホロマン）,,2022,05,31,,,16.5,8,,,210,8,1981,08,05,118,8,1997,05,15,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2022,05,31,,,18.5,8,,,198.5,8,2021,09,18,121.0,8,2012,05,04,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2022,05,31,,,24.0,8,,,183,8,1985,09,01,137,8,1998,05,02,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2022,05,31,,,16.5,8,,,159,8,1998,09,16,156,8,1998,05,02,1976
23166,北海道 渡島地方,森（モリ）,,2022,05,31,,,16.0,8,,,174.0,8,2013,08,18,50.5,8,2012,05,04,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2022,05,31,,,15.5,8,,,189,8,2001,09,11,135,8,1998,05,02,1976
23206,北海道 渡島地方,川汲（カックミ）,,2022,05,31,,,21.5,8,,,300,8,1998,09,16,138,8,1998,05,02,1976
23226,北海道 渡島地方,北斗（ホクト）,,2022,05,31,,,11.5,8,,,180,8,1991,10,15,97,8,1998,05,02,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2022,05,31,,,24.0,8,,,176.0,8,1939,08,25,88.0,8,1998,05,02,1872
23281,北海道 渡島地方,高松（タカマツ）,,2022,05,31,,,22.5,8,,,105,8,2007,07,28,44,8,2006,05,28,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2022,05,31,,,36.0,8,,,193.0,8,2021,08,09,63,8,2006,05,28,2003
23321,北海道 渡島地方,知内（シリウチ）,,2022,05,31,,,17.0,8,,,190.5,8,2021,11,02,85,8,2007,05,25,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2022,05,31,,,11.0,8,,,221.0,8,2021,11,02,80,8,1998,05,02,1976
23356,北海道 渡島地方,千軒（センゲン）,,2022,05,31,,,15.5,8,,,197.5,8,2017,09,18,156,8,1998,05,02,1978
23376,北海道 渡島地方,松前（マツマエ）,,2022,05,31,,,7.5,8,,,173.0,8,2014,08,22,118,8,1998,05,02,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2022,05,31,,,9.0,8,,,320,8,1998,05,02,320,8,1998,05,02,1976
24041,北海道 檜山地方,せたな（セタナ）,,2022,05,31,,,8.5,8,,,179,8,1998,05,02,179,8,1998,05,02,1976
24051,北海道 檜山地方,今金（イマカネ）,,2022,05,31,,,17.5,8,,,204,8,1998,05,02,204,8,1998,05,02,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2022,05,31,,,13.5,8,,,130.5,8,2010,07,29,63.5,8,2008,05,20,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2022,05,31,,,15.0,8,,,120.5,8,2010,08,11,61.0,8,2008,05,20,2003
24166,北海道 檜山地方,潮見（シオミ）,,2022,05,31,,,9.0,8,,,229,8,1998,05,02,229,8,1998,05,02,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2022,05,31,,,18.5,8,,,199,8,1998,05,02,199,8,1998,05,02,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2022,05,31,,,11.0,8,,,173.5,8,1995,08,20,169.5,8,1998,05,02,1941
24236,北海道 檜山地方,石崎（イシザキ）,,2022,05,31,,,7.0,8,,,162,8,1998,05,02,162,8,1998,05,02,1977
31001,青森県,大間（オオマ）,,2022,05,31,,,11.0,8,,,161,8,1998,08,03,98,8,1998,05,02,1976
31036,青森県,湯野川（ユノカワ）,,2022,05,31,,,12.0,8,,,126.0,8,2016,08,30,74.5,8,2018,05,18,2005
31111,青森県,むつ（ムツ）,47576,2022,05,31,,,16.5,8,,,162.5,8,2016,08,17,79.0,8,2018,05,18,1935
31121,青森県,小田野沢（オダノサワ）,,2022,05,31,,,14.0,8,,,216,8,2001,09,11,63.5,8,2018,05,18,1976
31136,青森県,今別（イマベツ）,,2022,05,31,,,17.5,8,,,141,8,1979,08,27,102.5,8,2018,05,18,1976
31156,青森県,脇野沢（ワキノサワ）,,2022,05,31,,,27.0,8,,,194,8,2005,09,18,79,8,1998,05,02,1976
31186,青森県,市浦（シウラ）,,2022,05,31,,,13.0,8,,,118,8,2002,08,11,81.5,8,2018,05,18,1976
31201,青森県,蟹田（カニタ）,,2022,05,31,,,21.5,8,,,133.0,8,2018,05,18,133.0,8,2018,05,18,1976
31296,青森県,五所川原（ゴショガワラ）,,2022,05,31,,,6.5,8,,,134,8,1981,08,22,72,8,1982,05,13,1976
31312,青森県,青森（アオモリ）,47575,2022,05,31,,,5.5,8,,,208.0,8,2007,11,12,100.5,8,1968,05,14,1882
31321,青森県,大和山（ヤマトヤマ）,,2022,05,31,,,6.5,8,,,235,8,2007,11,12,95.0,8,2018,05,18,1976
31332,青森県,野辺地（ノヘジ）,,2022,05,31,,,12.0,8,,,182.5,8,2016,08,17,102.0,8,2018,05,18,2008
31336,青森県,六ケ所（ロッカショ）,,2022,05,31,,,11.5,8,,,208,8,1990,10,26,103,8,1996,05,09,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2022,05,31,,,7.5,8,,,182,8,1977,08,05,73,8,1982,05,13,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2022,05,31,,,7.5,8,,,148.5,8,2012,07,16,77.0,8,2018,05,18,2003
31411,青森県,七戸（シチノヘ）,,2022,05,31,,,5.5,8,,,170,8,2007,11,12,107.0,8,2018,05,18,1977
31436,青森県,深浦（フカウラ）,47574,2022,05,31,,,9.0,8,,,157.0,8,1940,08,07,115.0,8,2018,05,18,1940
31451,青森県,岳（ダケ）,,2022,05,31,,,13.0,8,,,198,8,1977,08,05,101,8,1997,05,08,1976
31461,青森県,弘前（ヒロサキ）,,2022,05,31,,,12.0,8,,,243,8,1977,08,05,78.0,8,2018,05,18,1976
31466,青森県,黒石（クロイシ）,,2022,05,31,,,8.0,8,,,263,8,1977,08,05,62.5,8,2018,05,18,1976
31482,青森県,酸ケ湯（スカユ）,,2022,05,31,,,10.5,8,,,199.0,8,2016,08,30,84,8,1982,05,21,1976
31506,青森県,三沢（ミサワ）,,2022,05,31,,,9.0,8,,,157,8,2001,09,11,157,8,1982,05,21,1976
31551,青森県,大鰐（オオワニ）,,2022,05,31,,,11.5,8,,,160.0,8,2013,09,16,66.0,8,2018,05,18,2010
31562,青森県,温川（ヌルカワ）,,2022,05,31,,,14.5,8,,,142.0,8,2017,07,22,82,8,1988,05,13,1983
31586,青森県,十和田（トワダ）,,2022,05,31,,,8.0,8,,,226,8,1990,10,26,146,8,1982,05,21,1976
31602,青森県,八戸（ハチノヘ）,47581,2022,05,31,,,8.5,8,,,160.0,8,1982,05,21,160.0,8,1982,05,21,1936
31646,青森県,碇ケ関（イカリガセキ）,,2022,05,31,,,19.5,8,,,171.5,8,2010,08,31,96,8,1997,05,08,1976
31662,青森県,休屋（ヤスミヤ）,,2022,05,31,,,61.5,8,,,153,8,2005,09,14,124.0,8,2018,05,18,1982
31671,青森県,戸来（ヘライ）,,2022,05,31,,,11.0,8,,,212,8,1999,10,28,118.0,8,2018,05,18,1978
31721,青森県,三戸（サンノヘ）,,2022,05,31,,,10.5,8,,,238,8,1999,10,28,98.0,8,2018,05,18,1976
32056,秋田県,八森（ハチモリ）,,2022,05,31,,,18.0,8,,,148,8,1981,08,30,100.0,8,2021,05,17,1976
32071,秋田県,藤里（フジサト）,,2022,05,31,,,32.0,8,,,170.0,8,2014,07,10,120,8,1982,05,13,1978
32091,秋田県,陣場（ジンバ）,,2022,05,31,,,35.5,8,,,167,8,1981,07,06,156,8,1997,05,08,1976
32096,秋田県,藤原（フジワラ）,,2022,05,31,,,49.5,8,,,161,8,2005,09,02,92.0,8,2018,05,18,1983
32111,秋田県,能代（ノシロ）,,2022,05,31,,,12.5,8,,,136.0,8,2013,09,16,93.5,8,2018,05,18,1976
32126,秋田県,鷹巣（タカノス）,,2022,05,31,,,26.5,8,,,169,8,2007,09,17,116.0,8,2018,05,18,1976
32136,秋田県,大館（オオダテ）,,2022,05,31,,,34.0,8,,,163,8,1994,08,31,125.0,8,2018,05,18,1976
32146,秋田県,鹿角（カヅノ）,,2022,05,31,,,15.0,8,,,293.0,8,2013,08,09,113.0,8,2018,05,18,1976
32181,秋田県,脇神（ワキガミ）,,2022,05,31,,,27.0,8,,,174,8,2007,09,17,129.5,8,2018,05,18,2003
32206,秋田県,湯瀬（ユゼ）,,2022,05,31,,,10.5,8,,,202,8,2007,09,17,122.0,8,2018,05,18,1976
32266,秋田県,八幡平（ハチマンタイ）,,2022,05,31,,,9.0,8,,,206,8,2007,09,17,153.5,8,2018,05,18,1978
32276,秋田県,男鹿真山（オガシンザン）,,2022,05,31,,,41.5,8,,,177.0,8,2013,09,16,148.5,8,2018,05,18,1985
32286,秋田県,男鹿（オガ）,,2022,05,31,,,16.0,8,,,163,8,2007,09,17,154.5,8,2018,05,18,1976
32287,秋田県,大潟（オオガタ）,,2022,05,31,,,14.5,8,,,148.0,8,2013,09,16,124.0,8,2018,05,18,1977
32296,秋田県,五城目（ゴジョウメ）,,2022,05,31,,,17.0,8,,,150.5,8,2018,05,18,150.5,8,2018,05,18,1976
32311,秋田県,阿仁合（アニアイ）,,2022,05,31,,,25.5,8,,,200.0,8,2018,05,18,200.0,8,2018,05,18,1976
32312,秋田県,比立内（ヒタチナイ）,,2022,05,31,,,24.5,8,,,224,8,2007,09,17,153.5,8,2018,05,18,1976
32376,秋田県,桧木内（ヒノキナイ）,,2022,05,31,,,56.5,8,,,235.5,8,2013,08,09,168,8,1997,05,08,1978
32402,秋田県,秋田（アキタ）,47582,2022,05,31,,,11.5,8,,,186.8,8,1937,08,31,156.0,8,2018,05,18,1882
32407,秋田県,岩見三内（イワミサンナイ）,,2022,05,31,,,15.5,8,,,169,8,1995,08,05,147.0,8,2018,05,18,1976
32408,秋田県,仁別（ニベツ）,,2022,05,31,,,13.0,8,,,216,8,2006,07,03,146.5,8,2018,05,18,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2022,05,31,,,24.0,8,,,278.0,8,2013,08,09,165.0,8,2018,05,18,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2022,05,31,,,19.0,8,,,225.0,8,2017,07,23,172.5,8,2018,05,18,2014
32451,秋田県,雄和（ユウワ）,,2022,05,31,,,22.0,8,,,187.0,8,2017,07,22,156.5,8,2018,05,18,2003
32466,秋田県,角館（カクノダテ）,,2022,05,31,,,30.0,8,,,221,8,2007,09,17,134.0,8,2018,05,18,1976
32476,秋田県,田沢湖（タザワコ）,,2022,05,31,,,23.0,8,,,231,8,2007,09,17,143,8,1997,05,08,1976
32496,秋田県,大正寺（ダイショウジ）,,2022,05,31,,,27.0,8,,,184,8,2007,09,17,148.5,8,2018,05,18,1976
32551,秋田県,大曲（オオマガリ）,,2022,05,31,,,23.5,8,,,184.0,8,2017,07,22,124.5,8,2018,05,18,1976
32571,秋田県,本荘（ホンジョウ）,,2022,05,31,,,7.5,8,,,193.5,8,2021,07,12,98.0,8,2018,05,18,1976
32581,秋田県,東由利（ヒガシユリ）,,2022,05,31,,,11.0,8,,,149,8,1984,09,02,82,8,1988,05,13,1976
32596,秋田県,横手（ヨコテ）,,2022,05,31,,,9.5,8,,,262.0,8,2017,07,22,76.0,8,2018,05,18,1976
32616,秋田県,にかほ（ニカホ）,,2022,05,31,,,10.0,8,,,119,8,1999,08,24,84.0,8,2018,05,18,1976
32626,秋田県,矢島（ヤシマ）,,2022,05,31,,,20.5,8,,,183.0,8,2011,06,24,94.5,8,2018,05,18,1976
32681,秋田県,笹子（ジネゴ）,,2022,05,31,,,10.0,8,,,234,8,1987,08,17,83.5,8,2018,05,18,1983
32691,秋田県,湯沢（ユザワ）,,2022,05,31,,,5.0,8,,,158,8,1987,08,17,105.5,8,2018,05,18,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2022,05,31,,,5.0,8,,,128,8,1987,08,17,73,8,1977,05,16,1976
32771,秋田県,湯の岱（ユノタイ）,,2022,05,31,,,11.5,8,,,182.0,8,2018,08,05,66.0,8,2018,05,18,1976
33006,岩手県,種市（タネイチ）,,2022,05,31,,,12.5,8,,,232,8,2007,11,11,98,8,1982,05,21,1976
33026,岩手県,軽米（カルマイ）,,2022,05,31,,,6.5,8,,,220,8,1999,10,28,104,8,1982,05,21,1976
33071,岩手県,二戸（ニノヘ）,,2022,05,31,,,8.5,8,,,207,8,1999,10,28,75.0,8,2018,05,18,1976
33086,岩手県,大野（オオノ）,,2022,05,31,,,12.5,8,,,257,8,2000,07,08,222,8,1982,05,21,1976
33136,岩手県,山形（ヤマガタ）,,2022,05,31,,,4.5,8,,,243,8,1999,10,28,133.5,8,2011,05,30,1977
33146,岩手県,久慈（クジ）,,2022,05,31,,,9.5,8,,,224,8,1982,05,21,224,8,1982,05,21,1976
33166,岩手県,荒屋（アラヤ）,,2022,05,31,,,8.5,5,,,168,8,2007,09,17,121.0,8,2018,05,18,1976
33176,岩手県,奥中山（オクナカヤマ）,,2022,05,31,,,8.5,8,,,154,8,1991,08,31,117.0,8,2018,05,18,1977
33186,岩手県,葛巻（クズマキ）,,2022,05,31,,,5.0,8,,,146,8,2006,10,07,73.5,8,2018,05,18,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2022,05,31,,,5.0,8,,,316,8,1999,10,28,170.5,8,2011,05,30,1978
33206,岩手県,普代（フダイ）,,2022,05,31,,,11.5,8,,,290,8,2006,12,27,184,8,1982,05,21,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2022,05,31,,,10.0,8,,,180,8,2007,09,17,70,8,1999,05,05,1976
33231,岩手県,一方井（イッカタイ）,,2022,05,31,,,9.0,8,,,83.5,8,2018,05,18,83.5,8,2018,05,18,2014
33296,岩手県,好摩（コウマ）,,2022,05,31,,,8.5,8,,,152,8,2007,09,17,88.0,8,2018,05,18,1976
33326,岩手県,岩泉（イワイズミ）,,2022,05,31,,,5.0,8,,,199,8,2007,09,07,122,8,1977,05,16,1976
33336,岩手県,小本（オモト）,,2022,05,31,,,15.5,8,,,272,8,2000,07,08,153,8,1982,05,21,1977
33351,岩手県,葛根田（カッコンダ）,,2022,05,31,,,22.0,8,,,253,8,2007,09,17,153.5,8,2018,05,18,1977
33361,岩手県,滝沢（タキザワ）,,2022,05,31,,,16.0,8,,,184,8,2007,09,17,107.5,8,2018,05,18,2005
33371,岩手県,薮川（ヤブカワ）,,2022,05,31,,,17.5,8,,,147,8,2007,09,17,73.0,8,2018,05,18,1976
33421,岩手県,雫石（シズクイシ）,,2022,05,31,,,16.0,8,,,264.0,8,2013,08,09,132.0,8,2018,05,18,1976
33431,岩手県,盛岡（モリオカ）,47584,2022,05,31,,,16.0,8,,,198.0,8,2007,09,17,92.5,8,2018,05,18,1923
33441,岩手県,区界（クザカイ）,,2022,05,31,,,20.0,8,,,145,8,2007,09,17,66.0,8,2019,05,21,1993
33472,岩手県,宮古（ミヤコ）,47585,2022,05,31,,,11.5,8,,,319.0,8,2000,07,08,168.0,8,1977,05,16,1883
33486,岩手県,沢内（サワウチ）,,2022,05,31,,,42.0,8,,,170.5,8,2017,08,24,126.5,8,2018,05,18,2017
33501,岩手県,紫波（シワ）,,2022,05,31,,,18.0,8,,,220,8,2007,09,17,73,8,2000,05,13,1976
33526,岩手県,川井（カワイ）,,2022,05,31,,,11.0,8,,,183.0,8,2016,08,30,84,8,2000,05,03,1977
33566,岩手県,豊沢（トヨサワ）,,2022,05,31,,,25.5,8,,,275,8,2007,09,17,113.0,8,2010,05,24,1976
33576,岩手県,花巻（ハナマキ）,,2022,05,31,,,25.5,8,,,201,8,2007,09,17,61.0,8,2018,05,18,1976
33581,岩手県,大迫（オオハサマ）,,2022,05,31,,,18.0,8,,,156,8,2007,09,17,63,8,2000,05,13,1976
33596,岩手県,附馬牛（ツキモウシ）,,2022,05,31,,,14.5,8,,,138,8,2007,09,17,59.5,8,2018,05,18,2005
33611,岩手県,大槌（オオツチ）,,2022,05,31,,,14.0,8,,,192.5,8,2016,08,30,121.5,8,2012,05,03,2000
33616,岩手県,山田（ヤマダ）,,2022,05,31,,,20.0,8,,,259,8,1986,08,05,180,8,1977,05,16,1976
33631,岩手県,湯田（ユダ）,,2022,05,31,,,13.0,8,,,252,8,2001,08,01,88,8,1991,05,26,1976
33671,岩手県,遠野（トオノ）,,2022,05,31,,,11.5,8,,,162,8,2007,09,07,83,8,1977,05,16,1976
33711,岩手県,金ヶ崎（カネガサキ）,,2022,05,31,,,14.5,8,,,134,8,2007,09,17,83.0,8,2012,05,03,2006
33716,岩手県,北上（キタカミ）,,2022,05,31,,,14.0,8,,,213,8,1982,08,30,65.5,8,2018,05,18,1976
33726,岩手県,米里（ヨネサト）,,2022,05,31,,,13.5,8,,,135,8,1990,11,04,59,8,1977,05,16,1976
33751,岩手県,釜石（カマイシ）,,2022,05,31,,,20.0,8,,,327,8,1979,10,19,284,8,1977,05,16,1976
33776,岩手県,若柳（ワカヤナギ）,,2022,05,31,,,13.5,8,,,150,8,2002,07,11,76.0,8,2012,05,03,1976
33781,岩手県,江刺（エサシ）,,2022,05,31,,,10.5,8,,,216,8,2001,08,01,65.5,8,2019,05,21,1976
33801,岩手県,住田（スミタ）,,2022,05,31,,,15.0,8,,,224,8,1979,10,19,130.5,8,2012,05,03,1977
33831,岩手県,祭畤（マツルベ）,,2022,05,31,,,14.5,8,,,300,8,1988,08,29,143.0,8,2012,05,03,1976
33841,岩手県,衣川（コロモガワ）,,2022,05,31,,,10.0,8,,,146,8,2007,09,07,69.5,8,2019,05,21,1976
33856,岩手県,大東（ダイトウ）,,2022,05,31,,,11.0,8,,,118.5,8,2013,07,26,70.0,8,2019,05,21,2005
33877,岩手県,大船渡（オオフナト）,47512,2022,05,31,,,18.5,8,,,200.0,8,1977,05,16,200.0,8,1977,05,16,1963
33911,岩手県,一関（イチノセキ）,,2022,05,31,,,10.5,8,,,153,8,1986,08,05,70,8,1977,05,15,1976
33921,岩手県,千厩（センマヤ）,,2022,05,31,,,9.5,8,,,135,8,1986,08,05,92,8,1977,05,16,1976
34012,宮城県,駒ノ湯（コマノユ）,,2022,05,31,,,15.0,8,,,233,8,1989,08,27,157.0,8,2012,05,03,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2022,05,31,,,14.5,8,,,243,8,1986,08,05,190,8,1977,05,16,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2022,05,31,,,12.5,8,,,137.0,8,2015,09,11,104.5,8,2010,05,24,2001
34096,宮城県,川渡（カワタビ）,,2022,05,31,,,11.0,8,,,184,8,1989,08,27,124.5,8,2010,05,24,1976
34111,宮城県,築館（ツキダテ）,,2022,05,31,,,13.5,8,,,158.5,8,2013,07,26,95.5,8,2010,05,24,1976
34171,宮城県,米山（ヨネヤマ）,,2022,05,31,,,11.0,8,,,182.0,8,2011,09,21,73.0,8,2010,05,24,1976
34186,宮城県,志津川（シヅガワ）,,2022,05,31,,,8.5,8,,,204.5,8,2009,10,08,177.0,8,2012,05,03,1976
34206,宮城県,加美（カミ）,,2022,05,31,,,12.0,8,,,234.0,8,2019,10,12,149.5,8,2012,05,03,2005
34216,宮城県,古川（フルカワ）,,2022,05,31,,,9.5,8,,,181,8,1986,08,05,140.0,8,2012,05,03,1976
34241,宮城県,雄勝（オガツ）,,2022,05,31,,,13.5,8,,,430.5,8,2011,09,21,166.5,8,2010,05,24,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2022,05,31,,,16.0,8,,,265.5,8,2015,09,10,211.5,8,2012,05,03,2005
34266,宮城県,大衡（オオヒラ）,,2022,05,31,,,12.0,8,,,239.0,8,2019,10,12,155.0,8,2012,05,03,1976
34276,宮城県,鹿島台（カシマダイ）,,2022,05,31,,,10.0,8,,,236.5,8,2011,09,21,75.5,8,2012,05,03,1976
34292,宮城県,石巻（イシノマキ）,47592,2022,05,31,,,16.5,8,,,227.0,8,2011,09,21,84.5,8,2010,05,24,1887
34296,宮城県,女川（オナガワ）,,2022,05,31,,,10.5,8,,,375.0,8,2011,09,21,145.0,8,2012,05,03,2011
34311,宮城県,新川（ニッカワ）,,2022,05,31,,,9.0,8,,,178,8,1988,08,11,162.0,8,2012,05,03,1976
34331,宮城県,塩釜（シオガマ）,,2022,05,31,,,16.5,8,,,302,8,1986,08,05,90.0,8,2010,05,24,1976
34392,宮城県,仙台（センダイ）,47590,2022,05,31,,,11.5,8,,,312.7,8,1948,09,16,130.5,8,2012,05,03,1926
34436,宮城県,名取（ナトリ）,,2022,05,31,,,10.0,8,,,251.5,8,2011,09,21,118.0,8,2011,05,30,2003
34461,宮城県,白石（シロイシ）,,2022,05,31,,,10.5,8,,,342.0,8,2019,10,12,110.0,8,2012,05,03,1976
34462,宮城県,蔵王（ザオウ）,,2022,05,31,,,11.5,8,,,199.5,8,2019,10,12,103.0,8,2010,05,24,2005
34471,宮城県,亘理（ワタリ）,,2022,05,31,,,6.0,8,,,313,8,1986,08,05,138,8,1982,05,20,1976
34506,宮城県,丸森（マルモリ）,,2022,05,31,,,5.0,8,,,388.5,8,2019,10,12,106.0,8,2011,05,30,1977
34526,宮城県,筆甫（ヒッポ）,,2022,05,31,,,4.5,8,,,558.0,8,2019,10,12,156.5,8,2011,05,30,1978
35002,山形県,飛島（トビシマ）,,2022,05,31,,,6.0,8,,,159,8,2005,08,13,63.5,8,2018,05,18,1978
35052,山形県,酒田（サカタ）,47587,2022,05,31,,,7.0,8,,,171.0,8,2011,06,23,91.0,8,2018,05,18,1937
35056,山形県,酒田大沢（サカタオオサワ）,,2022,05,31,,,6.0,8,,,296.0,8,2018,08,05,115.5,8,2018,05,18,2017
35071,山形県,差首鍋（サスナベ）,,2022,05,31,,,14.5,8,,,296.5,8,2018,08,05,149.5,8,2018,05,18,1976
35086,山形県,浜中（ハマナカ）,,2022,05,31,,,6.0,8,,,280.5,8,2011,08,18,98.0,8,2018,05,18,2003
35116,山形県,金山（カネヤマ）,,2022,05,31,,,11.5,8,,,302.5,8,2018,08,05,123.0,8,2018,05,18,1976
35141,山形県,鶴岡（ツルオカ）,,2022,05,31,,,7.5,8,,,189.5,8,2011,08,18,109.0,8,2018,05,18,1976
35146,山形県,狩川（カリカワ）,,2022,05,31,,,5.5,8,,,318.0,8,2008,08,14,137.0,8,2018,05,18,1976
35162,山形県,新庄（シンジョウ）,47520,2022,05,31,,,7.5,8,,,204.0,8,2018,08,05,81.0,8,2018,05,18,1957
35171,山形県,瀬見（セミ）,,2022,05,31,,,8.5,8,,,252.5,8,2018,08,05,75.5,8,2018,05,18,1976
35176,山形県,向町（ムカイマチ）,,2022,05,31,,,11.5,8,,,207.0,8,2018,08,05,83,8,1988,05,13,1976
35201,山形県,櫛引（クシビキ）,,2022,05,31,,,6.0,8,,,146.0,8,2011,08,18,100.0,8,2018,05,18,1977
35216,山形県,肘折（ヒジオリ）,,2022,05,31,,,8.5,8,,,183.5,8,2020,07,28,142,8,1988,05,13,1976
35231,山形県,尾花沢（オバナザワ）,,2022,05,31,,,2.5,8,,,153,8,1997,06,28,45.5,8,2018,05,18,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2022,05,31,,,8.5,8,,,262,8,1987,08,29,95.5,8,2018,05,18,1976
35256,山形県,荒沢（アラサワ）,,2022,05,31,,,9.5,8,,,233.5,8,2011,06,23,106,8,1988,05,13,1979
35332,山形県,村山（ムラヤマ）,,2022,05,31,,,3.0,8,,,137.0,8,2020,07,28,40.5,8,2018,05,18,2002
35334,山形県,東根（ヒガシネ）,,2022,05,31,,,2.0,8,,,148.0,8,2020,07,28,35,8,2004,05,21,2003
35361,山形県,大井沢（オオイサワ）,,2022,05,31,,,7.0,8,,,215.0,8,2020,07,28,102,8,1983,05,16,1978
35376,山形県,左沢（アテラザワ）,,2022,05,31,,,4.0,8,,,194,8,1976,08,06,57,8,1983,05,16,1976
35426,山形県,山形（ヤマガタ）,47588,2022,05,31,,,3.0,8,,,217.6,8,1913,08,27,98.3,8,1929,05,23,1889
35456,山形県,長井（ナガイ）,,2022,05,31,,,3.5,8,,,203.0,8,2020,07,28,89,8,1988,05,13,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2022,05,31,,,3.0,8,,,169.5,8,2014,07,09,50.5,8,2018,05,18,2006
35486,山形県,小国（オグニ）,,2022,05,31,,,7.5,8,,,251.5,8,2011,06,23,125,8,1988,05,13,1976
35511,山形県,高畠（タカハタ）,,2022,05,31,,,5.0,8,,,218.0,8,2019,10,12,58.0,8,2012,05,03,1977
35537,山形県,中津川（ナカツガワ）,,2022,05,31,,,5.5,8,,,153.5,8,2019,10,12,60,8,1983,05,16,1981
35541,山形県,高峰（タカミネ）,,2022,05,31,,,5.0,8,,,168,8,1981,06,22,80.0,8,2018,05,18,1976
35552,山形県,米沢（ヨネザワ）,,2022,05,31,,,3.0,8,,,185.0,8,2019,10,12,55,8,1989,05,26,1976
36056,福島県,茂庭（モニワ）,,2022,05,31,,,5.0,8,,,159.5,8,2019,10,12,110.5,8,2012,05,03,1992
36066,福島県,梁川（ヤナガワ）,,2022,05,31,,,3.0,8,,,201.0,8,2019,10,12,71,8,1982,05,20,1976
36106,福島県,桧原（ヒバラ）,,2022,05,31,,,10.5,8,,,201,8,1995,08,03,68,8,1988,05,13,1978
36127,福島県,福島（フクシマ）,47595,2022,05,31,,,4.0,8,,,233.5,8,2019,10,12,83.0,8,2012,05,03,1889
36151,福島県,相馬（ソウマ）,,2022,05,31,,,6.0,8,,,269,8,2000,07,08,135.5,8,2012,05,03,1976
36176,福島県,喜多方（キタカタ）,,2022,05,31,,,4.5,8,,,190,8,1995,08,03,56,8,1993,05,14,1976
36196,福島県,鷲倉（ワシクラ）,,2022,05,31,,,12.5,8,,,391,8,1989,08,06,255.0,8,2012,05,03,1977
36221,福島県,飯舘（イイタテ）,,2022,05,31,,,5.5,8,,,313.5,8,2019,10,12,87,8,1979,05,15,1976
36231,福島県,原町（ハラマチ）,,2022,05,31,,,6.5,8,,,254,8,2000,07,08,112,8,1982,05,20,1976
36251,福島県,西会津（ニシアイヅ）,,2022,05,31,,,5.0,8,,,169,8,1978,06,26,57,8,1981,05,11,1976
36276,福島県,猪苗代（イナワシロ）,,2022,05,31,,,7.0,8,,,131,8,1978,06,27,62,8,1988,05,13,1976
36291,福島県,二本松（ニホンマツ）,,2022,05,31,,,8.5,8,,,197,8,1999,09,15,82,8,1977,05,15,1976
